Authors,Title,Source title,Link,Abstract,Author Keywords,Subject,Publisher,Document Type,Source
O’Reilly C.,"Municipal Matters: Local Government Reporting and News Values in England’s Provincial Press, 1900–1950",Media History,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128467978&doi=10.1080%2f13688804.2022.2051461&partnerID=40&md5=afa04fbbe54635999a50aecc83db0ac3,"This study examines local government reporting in the English provincial press from 1900 to 1950. It has two main findings—firstly, that the press moved from verbatim council reports in the early part of the century to selective news stories that were designed to maximise news values and commercial revenues. City council meeting reports were re-shaped, re-focused and re-formulated to resemble news stories, often featuring on the front pages. They conformed to journalistic news values such as drama, conflict and personalities and provide evidence of a move to a more news-driven approach to local government reporting. The paper also demonstrates the often-invisible commercial links between some elected representatives and the local press, on whose boards of management they sat. Overall, it provides a challenge to the conventional wisdom that the provincial press interest in municipal issues declined in the twentieth century. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Local government; news values; provincial press,Art and Humanities,Routledge,Article,Scopus
Wilkinson M.; Quraishi M.; Irfan L.; Schneuwly Purdie M.,Building on the shoulders of Bhaskar and Matthews: a critical realist criminology,Journal of Critical Realism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119413920&doi=10.1080%2f14767430.2021.1992736&partnerID=40&md5=90b462371c7105d76f726c06c34e047d,"Building on the insights of the late Roy Bhaskar and the late Roger Matthews, as well as some recent developments in ultra-realist criminology, this article introduces and delineates some core intellectual contours of a Critical Realist Criminology (CRC) based on the principles of: The ‘emergent,’ stratified ontology of crime and of the offender; the full critical realist account of the dialectics of being and becoming, including the spiritual turn in critical realism, applied to processes of criminal justice and reform; maximal inclusion of diverse theoretical research positions and the primacy of ontology in methodological selection; a ‘serious’ critical relationship of criminologists with professionals, institutions and policy-makers of criminal justice. These principles are directed at developing a criminology that ‘underlabours’ the recovery of human flourishing for the victims and perpetrators of crime and for society at large, including in-depth inquiry into what counts as crime and the purposes of incarceration. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",criminology; Critical realism; dialectics; Emergence; Malcolm X; ontology; penology; restorative justice,Art and Humanities,Taylor and Francis Ltd.,Article,Scopus
Florescu G.; Hutchinson S.M.; Gałka M.; Mîndrescu M.; Tanțău I.; Petraș A.; Feurdean A.,"The legacy of millennial-scale land-use practices on landscape composition, diversity and slope erosion in the subalpine areas of Eastern Carpathians, Romania",Holocene,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183622827&doi=10.1177%2f09596836231219473&partnerID=40&md5=12663816bf0afa04a01a5c8364189635,"We conducted multi-proxy analyses in two subalpine lakes, Lake Gropile, in the Rodna Mountains and Lake Vinderelu in the Maramureș Mountains, the Eastern Carpathians, Romania, to investigate the effect of different land-use practices on landscape composition, diversity and slope erosion. In the case of Lake Gropile, results evidenced a more extended tree and shrub cover and high fire activity between 6400 and 2800 cal yr BP, accompanied by reduced soil erosion, which appeared more strongly regulated by climatic conditions. Anthropogenic impact became evident 2800 years ago, when landscape openness, pasturing, and disturbance of soil cover increased and intensified over the last four centuries. In the case of Lake Vinderelu, intensified burning was followed by grazing around 1200–1100 cal yr BP and continued throughout the last millennium. Results also highlight the site-specific effects of land-use on vegetation composition and landscape diversity. For Lake Vinderelu, a combined effect of local burning and grazing in removing shrub cover appear to be the main drivers of changes in landscape diversity and structure. At Lake Gropile, fire was more connected to shrub cover changes while grazing to herbaceous cover diversity. Moderate to low grazing appeared to benefit both subalpine ecosystems, creating rich grassland-shrub mosaic communities, while overgrazing reduced landscape diversity and exacerbated erosion. Our findings document the millennial-scale legacy of land-use practices on the subalpine landscapes in this region. We propose that these semi-natural ecosystems hold important ecological and cultural value, and recommend their maintenance through controlled, low intensity pasturing and/or burning. © The Author(s) 2024.",Carpathians; charcoal; coprophilous fungi; erosion; Holocene; subalpine landscape,Art and Humanities,SAGE Publications Ltd,Article,Scopus
Hall B.N.,'An inferior technician'- African American signallers in the First World War,Historical Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182557820&doi=10.1093%2fhisres%2fhtad022&partnerID=40&md5=953ee1162f8505c61d068ff1d017c04e,"In the literature on the struggles of African Americans during the First World War, there has been a failure to examine the experiences of the 325th Field Signal Battalion, the first Black signal unit in the U.S. Army. Drawing upon a range of archival sources, unpublished letters, official documents and newspapers, this article assesses the experiences of the battalion's Black officers and men before, during and after the war, arguing that they defied not only traditional notions of specialism within the army, threatening to destabilize unambiguous racial boundaries by challenging what had long been viewed as an intrinsically white soldiers' sphere of influence, but also some of the fundamental principles underpinning Jim Crow ideology. In so doing, they made an important, albeit subtle, contribution to the 'long civil rights movement'.  © 2023 The Author(s). Published by Oxford University Press on behalf of Institute of Historical Research. All rights reserved.",,Art and Humanities,Oxford University Press,Article,Scopus
Hernández-Pérez M.; Sánchez-Soriano J.J.,Building a Timeline for LGBTQ+ Global Cinemas (1910-2019): Movie Production Trends from a Collaborative Internet Cinema Database,Journal of Film and Video,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164607918&doi=10.5406%2f19346018.75.1.04&partnerID=40&md5=788de719ef2b451d91e487be182bbaab,[No abstract available],,Art and Humanities,University of Illinois Press,Article,Scopus
Darlington R.,Strikers versus scabs: violence in the 1910-1914 British labour revolt,Labor History,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137574381&doi=10.1080%2f0023656X.2022.2103103&partnerID=40&md5=62ef385dc17fc48f222d96c109dcfc81,"Over the last 200 years of British labour history there have been frequent examples of aggressive and sometimes violent mass picketing aimed at stopping non-striking scab or so-called ‘blackleg’ labour [sic]. Yet remarkably little detailed attention has been given within the field of British industrial relations or even labour history to the contributory causes, characteristic features, impact and broader implications of this violent dimension of the strikers/scabs relationship within industrial militancy. This paper attempts to fill the gap, focusing on one of the most intense and graphic illustrative time periods, the pre-First World War Labour Revolt between 1910-14. Drawing on an extensive range of secondary literature and new archival material, it explores the way in which working class violence as a form of active collective defence became justified by the way in which it was directly provoked by the employers’ encouragement and/or importation of scab labour, combined with the partisan intervention of police, troops, civil authorities and government as a means of attempting to defeat workers’ struggles. In challenging the legitimacy of public order and state power, such action encouraged a culture of community solidarity and self-defence that embraced many local supporters in the mass picketing against ‘blacklegs’. . © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",pickets; Strikers; trade unions; violence,Art and Humanities,Routledge,Article,Scopus
Mccormick S.,What can we learn from play? A comparative analysis of creative play and ‘playing along’ in dementia care environments,Applied Theatre Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184477977&doi=10.1386%2fATR_00079_1&partnerID=40&md5=a4300f26c763e978dc2277c1d47422db,"In this article, I explore play in dementia care settings, specifically two types: creative play (play that engages creativity and imagination) and ‘playing along’. Acknowledging debates on truth-telling in dementia care, I consider how engagement-focused approaches in dementia contexts employ play to encourage connection, communication and care. To do so, I explore the work of researchers and applied theatre creatives in two projects, the Playful Engagement and Dementia Project and TimeSlips, alongside the communication strategy validation therapy. Considering the relational qualities and use of play in all three, I ask whether, in dementia care settings, embracing the flexible way in which play deals with the divide between fiction and reality can, without harm, address the needs of individuals living with dementia. © 2023 Intellect Ltd Article. English language. https://doi.org/10.1386/atr_00079_1",creative play; dementia; relational clowning; TimeSlips; validation therapy,Art and Humanities,Intellect Ltd.,Article,Scopus
Price H.,The year’s work in stylistics 2021,Language and Literature,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141684847&doi=10.1177%2f09639470221134377&partnerID=40&md5=a3ee2d0eafef9938fe048128b6d8478d,[No abstract available],,Art and Humanities,SAGE Publications Ltd,Article,Scopus
Fitton R.,Making a house a home,Visual Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134190755&doi=10.1080%2f1472586X.2022.2090115&partnerID=40&md5=e08693630f2b1aaa201ff6396f44f1b0,[No abstract available],,Art and Humanities,Routledge,Article,Scopus
Torija A.J.; Li Z.; Chaitanya P.,Psychoacoustic modelling of rotor noise,Journal of the Acoustical Society of America,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126853814&doi=10.1121%2f10.0009801&partnerID=40&md5=9f21a307a7b1582df77f4d13f8cbb31a,"The aviation sector is rapidly evolving with more electric propulsion systems and a variety of new technologies of vertical take-off and landing manned and unmanned aerial vehicles. Community noise impact is one of the main barriers for the wider adoption of these new vehicles. Within the framework of a perception-driven engineering approach, this paper investigates the relationship between sound quality and first order physical parameters in rotor systems to aid design. Three case studies are considered: (i) contra-rotating versus single rotor systems, (ii) varying blade diameter and thrust in both contra-rotating and single rotor systems, and (iii) varying rotor-rotor axial spacing in contra-rotating systems. The outcomes of a listening experiment, where participants assessed a series of sound stimuli with varying design parameters, allow a better understanding of the annoyance induced by rotor noise. Further to this, a psychoacoustic annoyance model optimised for rotor noise has been formulated. The model includes a novel psychoacoustic function to account for the perceptual effect of impulsiveness. The significance of the proposed model lies in the quantification of the effects of psychoacoustic factors, such as loudness as the dominant factor, and also tonality, high frequency content, temporal fluctuations, and impulsiveness on rotor noise annoyance.  © 2022 Acoustical Society of America.",,Art and Humanities,Acoustical Society of America,Article,Scopus
Cox T.J.; Dodgson G.; Harris L.; Perugia E.; Stone M.A.; Walsh M.,Improving the measurement and acoustic performance of transparent face masks and shields,Journal of the Acoustical Society of America,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129854477&doi=10.1121%2f10.0010384&partnerID=40&md5=aaef238e2dcffb069bfc1ec71b94693e,"Opaque face masks harm communication by preventing speech-reading (lip-reading) and attenuating high-frequency sound. Although transparent masks and shields (visors) with clear plastic inserts allow speech-reading, they usually create more sound attenuation than opaque masks. Consequently, an iterative process was undertaken to create a better design, and the instructions to make it are published. The experiments showed that lowering the mass of the plastic inserts decreases the high-frequency sound attenuation. A shield with a clear thermoplastic polyurethane (TPU) panel had an insertion loss of (2.0 ± 1.1) dB for 1.25-8 kHz, which improves on previous designs that had attenuations of 11.9 dB and above. A cloth mask with a TPU insert was designed and had an insertion loss of (4.6 ± 2.3) dB for 2-8 kHz, which is better than the 9-22 dB reported previously in the literature. The speech intelligibility index was also evaluated. Investigations to improve measurement protocols that use either mannikins or human talkers were undertaken. Manufacturing variability and inconsistency of human speaking were greater sources of experimental error than fitting differences. It was shown that measurements from a mannikin could match those from humans if insertion losses from four human talkers were averaged.  © 2022 Author(s).",,Art and Humanities,Acoustical Society of America,Article,Scopus
Li S.; Li Q.; Hope W.,Translating (and rewriting) Jane Austen’s food across time and space,Asia Pacific Translation and Intercultural Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141088580&doi=10.1080%2f23306343.2022.2106068&partnerID=40&md5=5fb96aa72f26675d108e9e9a0d987710,"This study incorporates House’s TQA framework into corpus-based translation studies to evaluate how Jane Austen’s depictions of food have been translated and perceived within Chinese contexts. This study’s dataset includes a Jane Austen corpus in English compiled by Lancaster University and our self-built diachronic corpus of Austen’s translations in Chinese from 1935 onwards. Our study shows that translations of Austen’s references to food require a dynamicity that bridges time and space and which links cultures and languages; the translations create texts that are novel and original to Chinese audiences. Different strategies have been used by translators to connect food culture in Austen’s era to contemporary China. Translations initially recreated and domesticated original textual references within Chinese culture, while later translations were more contemporary and closer to modern day Western dishes and customs. This study also shows that terminological inconsistency, translation loss, and mistranslation have existed in Chinese translations of Austen since 1935. This research outlines how translators have bridged the temporal distance and cultural space between the epochs of 19th century Britain and modern China in the context of literary depictions of food. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",diachronic corpus; food culture; food translation; Jane Austen; translation quality assessment,Art and Humanities,Informa UK Ltd,Article,Scopus
Thurston S.; Griffin J.; Davismoon S.; Omylinska-Thurston J.; Karkou V.,Dancing the Blues: An interdisciplinary collaboration between artists and therapists,Journal of Applied Arts and Health,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163624182&doi=10.1386%2fjaah_00107_1&partnerID=40&md5=0da7598d13017eec91f5df4c51d721d4,"Creative practice differs widely across the contexts of artistic performance and therapy. In this article the authors describe a novel example of how the otherwise separate fields of choreographic practices and dance movement psychotherapy (DMP) have fed into each other. More specifically, the article outlines (1) how research into the effectiveness of DMP for depression has been used to create an interdisciplinary performance and (2) how the creative process has informed the development of therapeutic work. The performance was originally intended to disseminate quantitative findings from a study in DMP, but, as it developed, the resonances between artistic and therapeutic practice became the key focus and led to the artists contributing to the principles of a new creative therapy. The performance toured internationally and the new therapy model ‘Arts for the Blues’ has been piloted in the NHS, charities and schools in the north-west of England. © 2023 Intellect Ltd Article. English language.",art-based health research; creative psychotherapy; dance movement psychotherapy; depression; interdisciplinary performance; poetry,Art and Humanities,Intellect Ltd.,Article,Scopus
Worrall R.J.,‘Enough to be Seen to be Onside but Hardly Substantial?’: RAF Bomber Command and Operation Husky,War in History,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148342801&doi=10.1177%2f09683445221149679&partnerID=40&md5=509a78054b39efc424aec71937b4e84b,"This article considers the operations of RAF Bomber Command in support of Operation Husky. Earmarked to play a considerable supporting role, the piece goes on to examine how valid operational difficulties, rather than the usual supposed notion of Sir Arthur Harris’ aversion to bombing Italy, would conspire to blunt its full participation. In attempting to get around these obstacles, Sir Arthur Tedder proposed a number of solutions, ranging from aircraft loans to having a Lancaster detachment in North Africa, but the Air Staff always supported the Commander-in-Chief Bomber Command in the continuation of the air campaign against Germany. © The Author(s) 2023.",bombing Italy; Mediterranean campaign; operation Husky; RAF Bomber Command; Sir Arthur Tedder,Art and Humanities,SAGE Publications Ltd,Article,Scopus
Barnett N.J.,From Greenham common to red square: women for life on earth and cross-bloc activism in the 1980s,Contemporary British History,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134471368&doi=10.1080%2f13619462.2022.2100987&partnerID=40&md5=4e1127e77f883858129f9117b612977d,"This article examines how the activist group Women for Life on Earth (WFLOE) attempted to persuade the USSR to ditch their nuclear weapons. The article finds that WFLOE began a women-led campaign and engaged with unofficial activists and ordinary people in the USSR to lobby the Soviet government to disarm. WFLOE’s fame as ‘Greenham Women’ helped them to publicise their overseas activism and they attempted to challenge predominant representations of peace campaigners in the UK by campaigning against Soviet nuclear weapons. However, this success was limited with the Cold War maintaining primacy for the British press and WFLOE only gaining positive coverage when they caused embarrassment to the Soviets. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",European Nuclear Disarmament (END); Nuclear disarmament; peace movement; transnational activism; women for life on earth,Art and Humanities,Routledge,Article,Scopus
Gáti D.,Neither Centre nor Periphery: Rethinking Postcoloniality through the Perspective of Eastern Europe,Critical Quarterly,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171989932&doi=10.1111%2fcriq.12746&partnerID=40&md5=6d487e5d8a13892cd2edc830d1c4a832,[No abstract available],,Art and Humanities,John Wiley and Sons Inc,Article,Scopus
Kolak J.; Monaghan P.; Taylor G.,"Language in educational apps for pre-schoolers. A comparison of grammatical constructions and psycholinguistic features in apps, books and child directed speech",Journal of Child Language,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129597340&doi=10.1017%2fS0305000922000198&partnerID=40&md5=b7ee8db85e1e9c46db26d258e4216291,"Language in touchscreen apps could be useful as an additional source of children's language input, alongside child directed speech (CDS) and books. Here we performed the first analysis of language in apps, as compared with books and CDS. We analysed language in 18 of the most popular educational apps targeting pre-schoolers and compared their language content to children's books and CDS with respect to types of constructions and psycholinguistic features of words. We found that apps contained lower frequency words and had lower lexical diversity compared to CDS, and shorter utterances compared to books. Apps may thus provide an enriched supplementary form of input for young children, due to containing less frequent words. However, apps do not expose children to a high proportion of questions and complex sentences, both of which are crucial for supporting child's development of structurally rich constructions.  © The Author(s), 2022. Published by Cambridge University Press.",child-directed speech; children's books; language in touchscreen apps,Art and Humanities,Cambridge University Press,Article,Scopus
Ward R.; Rummery K.; Odzakovic E.; Manji K.; Kullberg A.; Keady J.; Clark A.; Campbell S.,"Beyond the shrinking world: dementia, localisation and neighbourhood",Ageing and Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102881453&doi=10.1017%2fS0144686X21000350&partnerID=40&md5=2d080f4790ed5ff28502da2521c22c0e,"'Dementia-friendly communities' herald a shift toward the neighbourhood as a locus for the care and support of people with dementia, sparking growing interest in the geographies of dementia care and raising questions over the shifting spatial and social experience of the condition. Existing research claims that many people with dementia experience a 'shrinking world' whereby the boundaries to their social and physical worlds gradually constrict over time, leading to a loss of control and independence. This paper reports a five-year, international study that investigated the neighbourhood experience of people with dementia and those who care for and support them. We interrogate the notion of a shrinking world and in so doing highlight an absence of attention paid to the agency and actions of people with dementia themselves. The paper draws together a socio-relational and embodied-material approach to question the adequacy of the shrinking world concept as an explanatory framework and to challenge reliance within policy and practice upon notions of place as fixed or stable. We argue instead for the importance of foregrounding 'lived place' and attending to social practices and the networks in which such practices evolve. Our findings have implications for policy and practice, emphasising the need to bolster the agency of people living with dementia as a route to fostering accessible and inclusive neighbourhoods.  Copyright © 2021 The Author(s).",care; community; dementia; dementia-friendly; environment; neighbourhood,Art and Humanities,Cambridge University Press,Article,Scopus
O’Reilly C.,Naming and Blaming: Civic Shame and Slum Journalism in Late Nineteenth-Century and Early Twentieth-Century Manchester and Birmingham,Journal of Urban History,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143211232&doi=10.1177%2f00961442221127055&partnerID=40&md5=fc522051340baa4b24cb69565908d9de,"This study analyzes slum journalism in the British provincial press and reveals that it continued to be a major theme until well into the twentieth century. Instead of the rather moralizing reporting of the earlier nineteenth century, this journalism used the device of civic shame to pressurize local government into taking action on slums as a matter of public health. It examines the discourses that resulted from civic shame in two newspapers—the Manchester Guardian and the Birmingham Daily Gazette—and challenges the idea that interest in reporting local political matters decreased during this period. Civic shame is shown to work in two ways—offering detailed vignettes of aspects of slum life based on personal observation and showing (some) slum-dwellers as worthy of better living conditions, and blaming the local authority directly for failing to address the problem. In this way, later slum writing sought to appeal directly to the reader not just to impart facts but to stimulate empathy and to develop a desire for action. Such in-depth studies of a particular social issue sought to address the local authorities directly, to apportion blame and to use slum writing as a tool for social action. © The Author(s) 2022.",civic shame; local government; newspapers; public health; slum journalism,Art and Humanities,SAGE Publications Inc.,Article,Scopus
Hunter L.; Lichtenfels P.; Zibell J.,Playing in “Sand Time”: Using Both Video Score and Printed Script in an Intercultural Production of Shōgo Ōta’s Elements,Critical Stages,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183104976&partnerID=40&md5=5e42610e0ff97bccf06529639aa199f3,"The essay focuses on a 2017 intercultural production in California of the play Elements by Japanese playwright Shōgo Ōta and the use of a video of the writer’s own production of his play, and its contribution to what the Euro American director and actors do with a scripted text. The play breaks down the theatrical technologies of the objects, sounds, movement, characters and audiences involved in Western modern dramatic scripts and staging, and it remakes each through theatre technicity. As it does so, the video moves from being simply a record, to becoming a score, amplifying the script, and the genre moes into skillfully improvised textuality that opens up the unpredictable intercultural metatheatricality of Ōta’s production. © 2023 Lynette Hunter, Peter Lichtenfels and John Zibell.",directing; Intercultural; intermedial; technicity; video score,Art and Humanities,International Association of Theatre Critics,Article,Scopus
Woodman A.,"Promoting tolerance through historical memory A discussion with the founders of the Museo Memoria y Tolerancia, Mexico",Journal of Modern Jewish Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130017610&doi=10.1080%2f14725886.2022.2058381&partnerID=40&md5=0b4a69808f5fea7eb7cb7719d1b5d234,"Museums are platforms that empower us to bring civilization to a higher level; they exist to expand our understanding of human history and preserve the heritage. At the turn of the century, two young Mexican women, Sharon Zaga and Mily Cohen, had the unbelievable dream of building a museum of memory and tolerance in Mexico City. This discussion paper explores how the exhibitions of human intolerance at Museo Memoria y Tolerancia in Mexico City can change societal attitudes toward tolerance and historical memory. As a result, this place became not just a museum, but a place going beyond the idea of a museum and art, telling its visitors about the importance of historical memory, showcasing genocides, and ultimately touching on the importance of tolerance. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",contemporary art; Historical memory; holocaust; humanity; tolerance,Art and Humanities,Routledge,Article,Scopus
Helm H.; Barnes E.; Barnes K.; Munslow Ong J.,"‘Make them roll in their graves’: South African Writing, Decolonisation, and the English Literature A-Level",English in Education,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187184256&doi=10.1080%2f04250494.2024.2312189&partnerID=40&md5=6e453a57117ec1f8f7fb1fe9d32b00f8,"This article analyses the activities and early outcomes of an ongoing co-designed and co-delivered research impact project entitled “Decolonising the English Literature A-Level”. It draws on examples from three case studies, classroom experiences, and student and teacher feedback to show how efforts to support the decolonisation of taught content and pedagogies aimed at A-Level learners can generate benefits for students relating to knowledge and understanding; skills development; personal motivation and well-being; academic attainment; and educational and career ambitions and prospects. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",A-Level; decolonisation; English Literature; pedagogy; podcast,Art and Humanities,Taylor and Francis Ltd.,Article,Scopus
Frade C.,THE SUBVERSIVE WEBER: SUBJECTIVATION AND WORLD-CONFRONTATION IN MAX WEBER'S TEACHING,Cosmos and History,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180577708&partnerID=40&md5=d9cc50e630b91009f625f37d8f73e66e,"That there is a subversive Max Weber may go unrecognized even by Marxist scholars otherwise appreciative, if critically, of Weber, to say nothing of mainstream Weber scholarship. That the subversive side of Weber's thought and teaching lies in his figure of subjectivation or stance towards the world, is likely to be met with incredulity, even with a smug smile. Yet, it is precisely this claim what this article seeks to probe by bringing out that stance so as to delineate its pure form and disclose the subject carrying it, an operation which will in addition allow us to see how Weber's social science is both summoned by that subject and specifically suited to study it. Seeking to grasp Weber's thought and teaching from the standpoint of his stance involves a perspective which is consistent with the subjective disposition that Weber demands from himself and his addressees. This is a new approach to Weber's thought which, by prioritising its subjective determinations, is able to demonstrate its fundamental unity, which is not thematic, its consistency, as well as the way in which Weber's theoretical developments and educational efforts spring from his stance and unfold it. Weber's thought is shown to be grounded on an unparalleled disjunctive figure of subjectivation whose two components, held together in pure subjectivity in the mode of tension, are deployed at several crucial levels of Weber's oeuvre. By giving subjectivation its due both structurally and historically vis-à-vis rationalization, the article makes clear that Weber's social and cultural science is not just a science 'of Man', i.e. a humanist science, still less a posthumanist science of human and nonhuman entities in a flattened world, but a science of 'daemonized' humans and rationalized daemons. Is not that social and cultural science, or a variant thereof, what we necessitate today? © 2023 Cosmos Publishing Cooperative. All rights reserved.",Desire-bearing conviction; Ethics of responsibility; Existential points; Passion for the real; rationalization; Subjectivation; Value-freedom,Art and Humanities,Cosmos Publishing Cooperative,Article,Scopus
Quraishi M.; Wilkinson M.,"‘Oh you’re on our side, you’re my brother’: occupational ontology and challenges for Muslim prison officers in Europe",Contemporary Islam,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156250359&doi=10.1007%2fs11562-023-00526-9&partnerID=40&md5=0397ecae5980b320c8d6ff7c42091bf2,"Filling a significant gap in prisons research, this paper articulates the experiences and perspectives of a group of Muslim prison officers interviewed as part of an international study examining Islam in prison. These Muslim prison officers occupied a precarious occupational cultural space between Us (prison officers) and Them (Muslim prisoners) which presented both risks of exclusion, religious and racial prejudices and opportunities to build bridges between prisoners and staff and to educate, especially in the dimension of religion. The very presence of Muslim prison officers in prisons challenged traditional occupational cultural stereotypes around both prison officers and Muslims. The disproportionately large numbers of Muslim prisoners in Europe and the haphazard way that Muslim prison officers often encounter the profession, suggest both that better training focused upon Islam in prison for existing prison officers is vital and that more directed recruitment of Muslim prison officers is needed. © 2023, The Author(s).",Islam; Muslim prison officers; Muslim prisoners; Occupational culture,Art and Humanities,Springer Science and Business Media B.V.,Article,Scopus
Edwards J.; Mohammed N.; Nunn C.; Gray P.,Mother tongue other tongue: nine years of creative multilingualism in practice,English in Education,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097423938&doi=10.1080%2f04250494.2020.1850176&partnerID=40&md5=0a9dbf47a7b77cbb6018a2e71bb726ea,"This article assesses the impact over nine years of the Mother Tongue Other Tongue multilingual schools’ poetry competition led by Carol Ann Duffy from Manchester Metropolitan University, in which over 35,000 pupils from 77 schools have participated to date. It reviews evidence from a 2019 evaluation of the project and from a project anthology compiling several years of winning entries. The evidence suggests that the project is achieving its expected outcomes in increasing the self-confidence of bilingual and multilingual pupils, enhancing inclusivity and cultural exchange in the classroom and fostering dialogue and co-creation between children and their families. This article sets these outcomes within the context of research on urban multilingualism in Manchester, poetry in the UK National Curriculum, and creative multilingualism in English education, and seeks to extend the case made by previous articles in this journal for the educational value of multilingual creative writing. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",Bilingual; creative writing; multilingual; national curriculum; poetry; translanguaging,Art and Humanities,Taylor and Francis Ltd.,Article,Scopus
Aburamadan R.; Trillo C.; Cotella V.A.; Di Perna E.; Ncube C.; Moustaka A.; Udeaja C.; Awuah K.G.B.,Developing a heritage BIM shared library for two case studies in Jordan’s heritage: The House of Art in Amman and the Qaqish House in the World Heritage City of As-Salt,Heritage Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144412304&doi=10.1186%2fs40494-022-00836-w&partnerID=40&md5=19cfc52cbcc61b44788398c335135cc5,"International research is moving towards the development of BIM (Building Information Modelling) libraries applied to the built heritage where one of the main issues to be addressed is the modelling of complex or unique shapes that represent the specific construction components of every single asset. This perspective addresses the generation of parametric families of representative architectural geometry in the context of the management and representation of a building of heritage value. Jordan’s architectural heritage has gone through a long period of evolution and development: the result is a mixture of influences and traditions, making a great stride to conserve its buildings and Historical Heritage but has never adopted advanced digital technologies such as Building Information Modelling. In this framework, the present research aims to bridge the gap in Jordan by applying digital technologies to support heritage conservation plans by creating a 3D library of BIM objects related to typical elements of Jordanian and Arabic architecture, specifically in two cases of study. Co-production and collaboration with diverse stakeholders were central to the development of the methodology and design of the research.As a result, the first open-access HBIM shared library of historical features of Jordanian built heritage will be consolidated; this is crucial because it will set a precedent for the further documentation and conservation of the heritage of traditional cities in Jordan, MENA countries and internationally by promoting social cohesion, economic and technological development, tourism and the awareness of Jordan’s cultural heritage. © 2022, The Author(s).",BIM families; Digital technologies; Heritage dissemination; Jordan; Parametric objects; Shared library,Art and Humanities,Springer Science and Business Media Deutschland GmbH,Article,Scopus
Bull M.J.,The Italian Communist Party in the 1980s and the denouement of the Italian party system,Journal of Modern Italian Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136499553&doi=10.1080%2f1354571X.2022.2097690&partnerID=40&md5=cc2cffdbba0693a18993f3246d67003c,"The role of the Italian Communist Party (P.C.I.) in the denouement of the Italian party system in the early 1990s was decisive, its dissolution helping to trigger the organizational and electoral collapse of the existing parties. If so, the question that arises is what triggered the dissolution of the P.C.I. A conventional wisdom has developed in the literature that puts the dissolution down to the collapse of the communist regimes in central and eastern Europe, effectively removing the P.C.I. as an agent of its own destiny. Yet, an analysis of the P.C.I.’s final decade reveals a different picture, one that still recognizes the role of international events but as a catalyst to an existing programme of dramatic change which began in the late 1980s in response to an existential crisis of the party. The role of the P.C.I. as an independent agency in charge of its own destiny can be reasserted in revisting this critical period in the party’s and Italy’s history. In doing so, it casts new light on the causes of the denouement of the Italian party system in the early 1990s, contextualizing the role of international events in a longer-term analysis of an enveloping crisis of the P.C.I. in its final decade. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Achille Occhetto; Italian Communist Party (P.C.I.); Italian party system; ‘new party’,Art and Humanities,Routledge,Article,Scopus
