Authors,Title,Source title,Link,Abstract,Author Keywords,Subject,Publisher,Document Type,Source
Xiu Z.; Meng F.; Wang F.; Wang S.; Ji Y.; Hou Q.,Shear behavior and damage evolution of the interface between rough rock and cemented tailings backfill,Theoretical and Applied Fracture Mechanics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152127409&doi=10.1016%2fj.tafmec.2023.103887&partnerID=40&md5=fe4082588fdf98421801197d228e1695,"The shear behavior of the interface between rock and cemented tailings backfill (CTB) is extremely critical to the backfill design and stability of the backfilled underground mined-out areas. The corresponding shear behavior and surface damage can be significantly affected by the roughness of the rock surfaces. In our study, sandstone with the same rough surface were prepared using rock engraving technology. The direct shear tests on the rough rock-CTB interfaces were carried out under four different normal stresses and six different roughness of the rock surfaces. The interfacial shear strength and corresponding surface damage were analyzed. A new shear strength criterion of the rough rock-CTB interface was then proposed and verified. Our study shows that the compressive deformation of the combined specimen is much larger than that of dilatancy under a higher normal stress. The residual shear strength is less affected by the rock surface roughness under lower normal stress. The corresponding shear strength of the rough rock-CTB interface does not necessarily increase with the rock surface roughness due to the large strength difference between the sandstone and CTB. The interfacial damaged zones, which increase with the normal stress, are roughly concentrated in the larger concave section of the corresponding 2D profiles. The established shear strength criterion of the rock-CTB interface consists of basic mechanical and morphology parameters which can be easily estimated by the general laboratory tests. The findings obtained from this study can be used to quantify the effect of the rough rock-CTB interface on the stability of CTB. © 2023 Elsevier Ltd",Cemented tailings backfill; Rock-CTB interface; Rough rock surface; Shear behavior; Surface damage,Mathematics,Elsevier B.V.,Article,Scopus
Mansouri T.; Vadera S.,Explainable fault prediction using learning fuzzy cognitive maps,Expert Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153788653&doi=10.1111%2fexsy.13316&partnerID=40&md5=309f5ea25239fc747c36dc3631e361a9,"IoT sensors capture different aspects of the environment and generate high throughput data streams. Besides capturing these data streams and reporting the monitoring information, there is significant potential for adopting deep learning to identify valuable insights for predictive preventive maintenance. One specific class of applications involves using Long Short-Term Memory Networks (LSTMs) to predict faults happening in the near future. However, despite their remarkable performance, LSTMs can be very opaque. This paper deals with this issue by applying Learning Fuzzy Cognitive Maps (LFCMs) for developing simplified auxiliary models that can provide greater transparency. An LSTM model for predicting faults of industrial bearings based on readings from vibration sensors is developed to evaluate the idea. An LFCM is then used to imitate the performance of the baseline LSTM model. Through static and dynamic analyses, we demonstrate that LFCM can highlight (i) which members in a sequence of readings contribute to the prediction result and (ii) which values could be controlled to prevent possible faults. Moreover, we compare LFCM with state-of-the-art methods reported in the literature, including decision trees and SHAP values. The experiments show that LFCM offers some advantages over these methods. Moreover, LFCM, by conducting a what-if analysis, could provide more information about the black-box model. To the best of our knowledge, this is the first time LFCMs have been used to simplify a deep learning model to offer greater explainability. © 2023 The Authors. Expert Systems published by John Wiley & Sons Ltd.",deep learning; explanation by simplification; learning fuzzy cognitive maps; predictive preventive maintenance,Mathematics,John Wiley and Sons Inc,Article,Scopus
Asr A.A.; Johari A.; Javadi A.A.,An evolutionary-based polynomial regression modeling approach to predicting discharge flow rate under sheet piles,Engineering with Computers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166433276&doi=10.1007%2fs00366-023-01872-1&partnerID=40&md5=e03a2353b6b2d8cd9d7bc59f2894b921,"The discharge flow rate beneath sheet plies is an essential parameter in designing these water retaining structures. This paper presents a unified framework for modeling and predicting discharge flow rate using an evolutionary-based polynomial regression technique. EPR (Evolutionary Polynomial Regression) is a data-driven method based on evolutionary computing to search for polynomial structures representing a system. The input parameters in the modeling procedure included the sheet pile height, upstream water head, and the hydraulic conductivity anisotropy ratio. Due to ever-increasing demand for water, a widely held view on predicting and controlling the available water behind reservoirs, dams, barrages, and weirs is of vital importance. To this end, the sheer novelty of the current study has been worn off through the development of a comprehensive model to predict the flow rate considering the most effective variables in the seepage issue. To the best of our knowledge, the research conducted in the literature has yet to cover the whole seepage problem using a comprehensive database extracted by numerical methods; thus, a comprehensive finite-element-based artificial database including 1000 data lines was created using the Scaled Boundary Finite Element Method (SBFEM) by simulating seepage beneath sheet plies covering a considerably wide range of seepage-related real-world values. The database was then employed to develop and validate the EPR flow rate prediction model. Data were divided into training (used for creating the models) and testing (for validating the developed models) data based on a statistical process. The procedure for preparing the data and developing and validating the models is presented in detail in this paper. The main advantage of the proposed models over a conventional and neural network and most GP (Genetic Programming)-based constitutive models is that they provide the optimum structure for the material constitutive model representation as well as its parameters, directly from raw experimental (or field) data. EPR can learn nonlinear and complex material behavior without any prior assumptions on the constitutive relationships. The proposed algorithm captures and transparently presents relationships between contributing parameters in polynomial expressions providing the user with a clear insight into the problem. EPR-based model predictions demonstrated an excellent agreement with the unseen simulated data used for validating the developed model. A parametric study on the presented models was conducted to investigate the effects of the contributing parameters on model predictions and the consistency of the parameter relationships with the database. Results of the parametric study showed that the effects of variations in the contributing parameters on EPR predictions are in line with the expected behavior. The merits and advantages of the proposed technique are discussed in the paper. © 2023, The Author(s).",Data mining; Evolutionary computation; Seepage flow rate; Sheet piles/cut-off walls,Mathematics,Springer Science and Business Media Deutschland GmbH,Article,Scopus
Shahid A.; Wei W.; Bhatti M.M.; Bég O.A.; Bég T.A.,Mixed convection Casson polymeric flow from a nonlinear stretching surface with radiative flux and non-Fourier thermal relaxation effects: Computation with CSNIS,ZAMM Zeitschrift fur Angewandte Mathematik und Mechanik,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153400279&doi=10.1002%2fzamm.202200519&partnerID=40&md5=47557679a18199229c80bb2d890766e9,"Thermal non-Newtonian polymer coating flows is growing as a major area in materials processing. Inspired by new developments in this field which require more sophisticated mathematical models, the current investigation examines the laminar viscoplastic boundary layer flow and mixed convective heat transfer over a power-law nonlinear stretching surface. To simulate thermal relaxation effects the hyperbolic Cattaneo-Christov heat flux model is deployed. The non-Newtonian polymer characteristics are described by employing the Casson flow model. High temperature conditions invoke thermal radiation flux which is analyzed with an algebraic flux model. Via robust similarity transformations, the primitive partial differential conservation equations for momentum and energy equations are rendered into a system of coupled non-linear ordinary differential equations with associated wall and free stream boundary conditions. The emerging boundary value problem is solved numerically with an efficient Chebyshev Spectral Newton Iterative scheme (CSNIS), in the MATLAB platform. The resulting solutions are discussed for different emerging parameters using graphs and tables. Validation is included with special cases from the literature. With increasing power law stretching index increases, the flow is decelerated, and temperatures are reduced. Increment in mixed convection parameter boosts the velocity but suppresses temperature and thermal boundary layer thickness. Increasing non-Fourier Deborah number, temperatures are depleted whereas with increasing radiative flux parameter they are increased. With elevation in Casson non-Newtonian parameter, velocity is decreased whereas temperature is enhanced and Nusselt number is suppressed. © 2023 Wiley-VCH GmbH.",,Mathematics,John Wiley and Sons Inc,Article,Scopus
Zhang Y.; Guo J.; An M.,Development of a railway out-of-gauge freight transport routing optimal method,Physica A: Statistical Mechanics and its Applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125591710&doi=10.1016%2fj.physa.2022.127081&partnerID=40&md5=dafc2859f075e4ec3e7d75412df8d7ac,"Railway out-of-gauge freight (ROF) is beyond railway gauges in its dimensions, which could be risks leading to serious railway accidents. This article presents a new methodology to search for a safest and more economic route of ROF by taking safety and cost objectives into consideration. In this method, a mathematical model is proposed based on the transport costs as optimization objectives with the constraints of flow balance and safety gap clearance in which ROF transport routing generation, loading outline and railway gauge double-checking algorithms are established, and then a ROF transport routing model combining transportation costs, loading outlines and railway gauges are developed. The proposed method can be used to determine the safest and more economic ROF route. A case study is used to demonstrate the application of the proposed method. © 2022 Elsevier B.V.",Loading outline; Railway gauge; Railway out-of-gauge freight (ROF); Safety gap; Transport route,Mathematics,Elsevier B.V.,Article,Scopus
Li X.; Zhang T.; Liu Z.; Liu B.; Rehman S.U.; Rehman B.; Sun C.,Saliency Guided Siamese Attention Network for Infrared Ship Target Tracking,IEEE Transactions on Intelligent Vehicles,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186993817&doi=10.1109%2fTIV.2024.3370233&partnerID=40&md5=479fc42a80a53c21300f5697e3412d72,"Due to the lack of discriminative features in infrared images, most of existing trackers cannot separate a target from its background. There are some studies on generating discriminative features where feature fusion and attention are applied to enhance targets. However, the saliency information and information interaction which assist in locating the targets is ignored. To improve the accuracy of infrared ship target tracking, we propose a saliency guided Siamese attention network (SGSiamAttn). The main contribution is to design a saliency prediction network that obtains the saliency map of a search region and followed by a saliency enhancement network to highlight the target. With the saliency information, our network is able to perceive the entire target, which improves the discriminative ability and the tracking accuracy. Meanwhile, a local-to-global correlation module is applied before the saliency prediction network, aiming to refine the correlation map while suppressing non-target interferences. We also impose a shared cross-correlation module on the region proposal network. By sharing the correlation map in the classification and regression branches, it enhances information interaction between the two tasks and reduces the computational cost. As there are limited number of infrared ship tracking datasets publicly available, we construct a new infrared ship dataset (ISD) which includes 16 different types of ships and 7,872 video frames with manual annotations. The experimental results on ISD and other three public datasets, namely VOT-TIR2015, PTB-TIR, and LSOTB-TIR, demonstrate that our tracker achieves superior performance in terms of accuracy, expected average overlap, success, and precision. IEEE",Correlation; cross attention mechanism; Feature extraction; Image edge detection; Infrared ship target tracking; Intelligent vehicles; Marine vehicles; saliency detection; shared cross-correlation; Siamese network; Target tracking; Task analysis,Mathematics,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus
T.R. M.; V. V.K.; Bhardwaj R.; Khan S.B.; Alkhaldi N.; Victor N.; Verma A.,An artificial intelligence-based decision support system for early and accurate diagnosis of Parkinson's Disease,Decision Analytics Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182375260&doi=10.1016%2fj.dajour.2023.100381&partnerID=40&md5=d8efb8f9beb8c73338e12f426628040d,"People with Parkinson's Disease (PD) might struggle with sadness, restlessness, or difficulty speaking, chewing, or swallowing. A diagnosis can be challenging because there is no specific PD test. It is diagnosed by doctors using a neurological exam and a medical history. This study proposes several Machine Learning (ML) algorithms to predict PD. These ML algorithms include K-Nearest Neighbor (KNN), Random Forest (RF), Support Vector Machine (SVM), and eXtreme Gradient Boosting algorithms (XGBoost), and their ensemble methods using publicly available PD dataset with 195 instances. The ML algorithms are used to predict and classify PD using homogeneous XGBoost ensemble techniques with reduced amount of entropy. Synthetic Minority Oversampling Technique (SMOTE) is utilized to handle imbalanced data, and 10-fold cross-validation is employed for evaluation. The results show that the homogeneous XGBoost-Random Forest outperforms other ML methods with 98% accuracy and Matthew's correlation coefficient value 0.93. © 2023 The Authors",Artificial intelligence; Diagnosis and classification; Entropy; Machine learning; Parkinson's Disease; Predictive analytics,Mathematics,Elsevier Inc.,Article,Scopus
Umavathi J.C.; Bég O.A.; Khan U.F.; Bég T.A.; Kadir A.,Computation of swirling hydromagnetic nanofluid flow containing gyrotactic microorganisms from a spinning disk to a porous medium with hall current and anisotropic slip effects,ZAMM Zeitschrift fur Angewandte Mathematik und Mechanik,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150849466&doi=10.1002%2fzamm.202100575&partnerID=40&md5=48fc702114fa8d5735b27934351910c9,"Prompted by the advancements in hybrid bio-nano-swirling magnetic bioreactors, a mathematical model for the swirling flow from a rotating disk bioreactor to a magnetic fluid saturating a porous matrix and containing nanoparticles and gyrotactic micro-organisms has been developed. An axial magnetic field is administered which is perpendicular to the disk and Hall currents are included. The disk is assumed to be impervious and stretches in the radial direction with a power-law velocity. The Buongiorno nanoscale, Kuznetsov bioconvection and Darcy porous media models are deployed. Anisotropic momentum, thermal, nanoparticle concentration and motile micro-organism slip effects are incorporated. Stefan blowing is also simulated. The governing conservation equations are transformed with appropriate variables to ordinary nonlinear differential equations. MATLAB bvp4c shooting quadrature is used to solve the emerging nonlinear, coupled ordinary differential boundary value problem under transformed boundary conditions. Verification with earlier solutions for the non-magnetic Von Karman bioconvection nanofluid case is conducted. Further validation of the general magnetic model is conducted with the Adomian decomposition method (ADM). Extensive visualization of velocity, temperature, nanoparticle concentration and motile microorganism density number profiles is presented for the impact of various parameters including magnetic interaction parameter, Hall current parameter, Darcy number, momentum slip, thermal slip, nanoparticle slip and microorganism slip. Computations are also performed for skin friction, Nusselt number, Sherwood number and motile micro-organism density number gradient. The simulations provide a useful benchmark for further studies. © 2023 Wiley-VCH GmbH.",,Mathematics,John Wiley and Sons Inc,Article,Scopus
Abo El-Soud M.W.; Gaber T.; Tahoun M.; Alourani A.,An Enhanced Deep Learning Method for Skin Cancer Detection and Classification,"Computers, Materials and Continua",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130102630&doi=10.32604%2fcmc.2022.028561&partnerID=40&md5=7dbd5046966d96b79c87269d9c9ab7f9,"The prevalence of melanoma skin cancer has increased in recent decades. The greatest risk from melanoma is its ability to broadly spread throughout the body by means of lymphatic vessels and veins. Thus, the early diagnosis of melanoma is a key factor in improving the prognosis of the disease. Deep learning makes it possible to design and develop intelligent systems that can be used in detecting and classifying skin lesions from visible-light images. Such systems can provide early and accurate diagnoses of melanoma and other types of skin diseases. This paper proposes a new method which can be used for both skin lesion segmentation and classification problems. This solution makes use of Convolutional neural networks (CNN) with the architecture two-dimensional (Conv2D) using three phases: feature extraction, classification and detection. The proposed method is mainly designed for skin cancer detection and diagnosis. Using the public dataset International Skin Imaging Collaboration (ISIC), the impact of the proposed segmentation method on the performance of the classification accuracy was investigated. The obtained results showed that the proposed skin cancer detection and classification method had a good performance with an accuracy of 94%, sensitivity of 92% and specificity of 96%. Also comparing with the related work using the same dataset, i.e., ISIC, showed a better performance of the proposed method. © 2022 Tech Science Press. All rights reserved.",activation function; batch normalization; classification; Convolution neural networks; max pooling; separable convolution 2D,Mathematics,Tech Science Press,Article,Scopus
Nazar N.; Al-Doori Q.; Alani O.,Low Power Low-Density Parity Check Encoder Using Dynamic Voltage and Frequency Scaling Approach,Mathematical Modelling of Engineering Problems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163993855&doi=10.18280%2fMMEP.100102&partnerID=40&md5=ae5109f5106b76b85edbf8fcbb353d62,"Low-Density Parity Check (LDPC) codes are viewed as one of the best error correction coding (ECC) methods in terms of correction efficiency. They have been used in several modern data transmission standards, where the codecs are often built inside specialized integrated circuits (ICs). On the other hand, Complementary Metal-Oxide-Semiconductor (CMOS) circuits have evolved as a critical design characteristic that the designer must consider such as power, which has been overlooked by many researchers. For that reason, in this paper, a research work that reduces LDPC encoder power consumption is presented using a well-known power reduction method named Dynamic Voltage and Frequency Scaling (DVFS), which is one of the most powerful power reduction strategies in CMOS circuits. The proposed system includes a fuzzy logic controller with the DVFS technique to control and select the optimum level of voltage that enters the encoder to reduce its total power consumption. This combination of these two techniques showed significant power reduction and control while causing no impact on the LDPC efficiency, flexibility, and performance. Comparisons with other studies covering power reduction in LDPC codes have shown that the purposed system has the best performance over similar systems in the literature. © 2023,Mathematical Modelling of Engineering Problems.All Rights Reserved.",Automatic Repeat Request (ARQ); Dynamic Voltage and Frequency Scaling (DVFS); Forward Error Correction (FEC); Fuzzy Logic Controller; Low-Density Parity Checks Code (LDPC),Mathematics,International Information and Engineering Technology Association,Article,Scopus
Wang X.; Xiu H.; Zhang Y.; Liang W.; Chen W.; Wei G.; Ren L.; Ren L.,Design and Validation of a Polycentric Hybrid Knee Prosthesis with Electromagnet-Controlled Mode Transition,IEEE Robotics and Automation Letters,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135748066&doi=10.1109%2fLRA.2022.3193462&partnerID=40&md5=0c751efa2426ae8ff93a2286a7158748,"A hybrid knee prosthesis is proposed in this letter, which consists of a polycentric structure in passive mode for low-torque activities and a single-axis structure in active mode for high-torque activities. A novel mode transition mechanism controls self-holding electromagnets for switching modes between the four-bar linkage and single-axis structure. Compared with the conventional single-axis hybrid knee, the four-bar polycentric mechanism with varying instantaneous center of rotation (ICR) can enhance the geometric stability and increase the toe clearance in passive mode. For active mode, we developed a custom embedded electric system, employed torque control for stance and position control for swing. The results of bench tests indicated that the bandwidth of the controller was suitable for locomotion. The clinical test of level-ground walking without sudden buckling and stumble was validated by three subjects. Regarding climbing stairs, a typical high-torque activity in daily locomotion, all subjects reach the maximum knee torque around 0.95 Nm/kg comparable to the able-bodied.  © 2016 IEEE.",actuation and joint mechanisms; Prosthetics and exoskeletons,Mathematics,Institute of Electrical and Electronics Engineers Inc.,Article,Scopus
Samee N.A.; El-Kenawy E.-S.M.; Atteia G.; Jamjoom M.M.; Ibrahim A.; Abdelhamid A.A.; El-Attar N.E.; Gaber T.; Slowik A.; Shams M.Y.,Metaheuristic Optimization Through Deep Learning Classification of COVID-19 in Chest X-Ray Images,"Computers, Materials and Continua",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132111457&doi=10.32604%2fcmc.2022.031147&partnerID=40&md5=01d16da319d0d24d037aa49a311fb4de,"As corona virus disease (COVID-19) is still an ongoing global outbreak, countries around the world continue to take precautions and measures to control the spread of the pandemic. Because of the excessive number of infected patients and the resulting deficiency of testing kits in hospitals, a rapid, reliable, and automatic detection of COVID-19 is in extreme need to curb the number of infections. By analyzing the COVID-19 chest X-ray images, a novel metaheuristic approach is proposed based on hybrid dipper throated and particle swarm optimizers. The lung region was segmented from the original chest X-ray images and augmented using various transformation operations. Furthermore, the augmented images were fed into the VGG19 deep network for feature extraction. On the other hand, a feature selection method is proposed to select the most significant features that can boost the classification results. Finally, the selected features were input into an optimized neural network for detection. The neural network is optimized using the proposed hybrid optimizer. The experimental results showed that the proposed method achieved 99.88% accuracy, outperforming the existing COVID-19 detection models. In addition, a deep statistical analysis is performed to study the performance and stability of the proposed optimizer. The results confirm the effectiveness and superiority of the proposed approach. © 2022 Tech Science Press. All rights reserved.",Covid-19; deep learning; dipper throated optimization; feature selection; particle swarm optimization,Mathematics,Tech Science Press,Article,Scopus
Latif J.; Tu S.; Xiao C.; Bilal A.; Rehman S.U.; Ahmad Z.,Enhanced Nature Inspired-Support Vector Machine for Glaucoma Detection,"Computers, Materials and Continua",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164286364&doi=10.32604%2fcmc.2023.040152&partnerID=40&md5=dd70b2d50df353fda1579f0c7b7941f0,"Glaucoma is a progressive eye disease that can lead to blindness if left untreated. Early detection is crucial to prevent vision loss, but current manual scanning methods are expensive, time-consuming, and require specialized expertise. This study presents a novel approach to Glaucoma detection using the Enhanced Grey Wolf Optimized Support Vector Machine (EGWO-SVM) method. The proposed method involves preprocessing steps such as removing image noise using the adaptive median filter (AMF) and feature extraction using the previously processed speeded-up robust feature (SURF), histogram of oriented gradients (HOG), and Global features. The enhanced Grey Wolf Optimization (GWO) technique is then employed with SVM for classification. To evaluate the proposed method, we used the online retinal images for glaucoma analysis (ORIGA) database, and it achieved high accuracy, sensitivity, and specificity rates of 94%, 92%, and 92%, respectively. The results demonstrate that the proposed method outperforms other current algorithms in detecting the presence or absence of Glaucoma. This study provides a novel and effective approach to Glaucoma detection that can potentially improve the detection process and outcomes. © 2023 Tech Science Press. All rights reserved.",feature extraction; Glaucoma detection; grey golf optimization; image classification; support vector machine,Mathematics,Tech Science Press,Article,Scopus
Adedotun A.F.; Onasanya O.K.; Alfred O.O.; Agboola O.O.; Okagbue H.I.,Measure of Volatility and Its Forecasting: Evidence from Naira / Dollar Exchange Rate,Mathematical Modelling of Engineering Problems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129957863&doi=10.18280%2fmmep.090228&partnerID=40&md5=a2acfefdbec4a7b469561cdd55aa1dda,"In the last five decades, Box Jenkins methodology has been in existence to model univariate time series data but fails or has limitations on modeling volatility. Most financial time series data do exhibit heavy tail and thick distribution, to this effect various parametric and semi-parametric non –linear time series models have been proposed two or three decades ago to capture volatility. However, this research entails measuring volatility and its forecasting using time series exchange rate annual data over the period from 1981 to 2020 (wide periodicity). The exchange rate was transformed to return, and parametric non –linear time series was modeled on it. It was found out that GARCH (1,2) reveals continuous volatility for short while and was the best model to predict the exchange rate volatility based on the evidence from measurement volatility tool; RMSE, MAE, MAPE among other extensions of GARCH models; EGARCH and TGARCH. EGARCH (1, 4) captures the asymmetry effect revealing that negative shocks will persistently have an effect on the volatility of the naira/dollar exchange rate © 2022. Mathematical Modelling of Engineering Problems.All Rights Reserved.",Autocorrelation; Exchange rate; Garch; Heteroscedasticity; Non-linear time series; Returns; Volatility,Mathematics,International Information and Engineering Technology Association,Article,Scopus
Shamshuddin M.D.; Salawu S.O.; Bég O.A.; Kadir A.; Bég T.A.,Computation of reactive mixed convection radiative viscoelastic nanofluid thermo-solutal transport from a stretching sheet with Joule heating,International Journal of Modelling and Simulation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121442404&doi=10.1080%2f02286203.2021.2012635&partnerID=40&md5=ac145d273b0b1ea4a1ff3554e57cb426,"As a model for electroconductive nanomaterials processing, the article examines incompressible mixed convection nanofluid flow with convective heat transport from a stretching sheet under the impact of Joule heating and radiative heat flux. The transformed non-linear boundary value problem is solved with a robust Chebyshev collocation technique. Validation is conducted with earlier published results. Nanoparticle concentrations are suppressed with increasing chemical reaction parameter and the effect is strongest for copperwater nanofluid and weakest for TiO2 water nanofluid. Increasing Biot number boosts the temperatures for copper and Al2O3 but reduces it for TiO2 nanoparticles. Increasing heat generation boosts temperatures strongly for Al2O3 and TiO2 nanoparticles but weakly for copper nanoparticles. Greater thermophoresis parameter strongly boosts temperatures but suppresses nanoparticle concentrations. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",Brownian motion; Joule heating; Maxwell viscoelastic nanofluid; metallic nanoparticles; non-uniform heat source/sink; thermophoretic diffusion,Mathematics,Taylor and Francis Ltd.,Article,Scopus
Padmaja K.; Kumar B.R.; Bég O.A.; Bég T.A.,Cross-Diffusion and Higher-Order Chemical Reaction Effects on Hydromagnetic Copper–Water Nanofluid Flow Over a Rotating Cone in a Porous Medium,Journal of Multiscale Modelling,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172683670&doi=10.1142%2fS1756973723500063&partnerID=40&md5=34da527c05c11dd4516a980aa0719efb,"Spin coating of engineering components with advanced functional nanomaterials which respond to magnetic fields is growing. Motivated by exploring the fluid dynamics of such processes, a mathematical model is developed for chemically reactive Cu–H2O magnetohydrodynamic (MHD) nanofluid swirl coating flow on a revolving vertical electrically insulated cone adjacent to a porous medium under a radial static magnetic field. Heat and mass transfer is included and Dufour and Soret cross-diffusion effects are also incorporated in the model. Thermal and solutal buoyancy forces are additionally included. To simulate chemical reaction of the diffusing species encountered in manufacturing processes, a higher-order chemical reaction formulation is also featured. Via suitable scaling transformations, the governing nonlinear coupled partial differential conservation equations and associated boundary conditions are reformulated as a nonlinear ordinary differential boundary value problem. MATLAB-based shooting quadrature with a Runge–Kutta method is deployed to solve the emerging system. Concentration, temperature and velocity variations for various nondimensional flow parameters have been visualized and analyzed. In addition, key wall characteristics, i.e., radial and circumferential skin friction, Nusselt number and Sherwood number, have also been computed. Validation with earlier studies is also included. The simulations indicate that when compared to a lower-order chemical reaction, a higher-order chemical reaction allows a greater rate of heat and mass transfer at the cone surface. Increasing Dufour (diffuso-thermal) and Soret numbers generally reduces radial and circumferential skin friction and also Nusselt number, whereas it elevates the Sherwood number. Both skin friction components are also suppressed with increasing Richardson number. Strong deceleration in the tangential and circumferential velocity components is induced with greater magnetic field. © World Scientific Publishing Europe Ltd.",Dufour and Soret effects; Higher-order chemical reaction; magnetic nanofluid; porous medium; Sherwood number; swirl nanocoating manufacturing; vertical cone,Mathematics,World Scientific,Article,Scopus
Prakash J.; Tripathi D.; Bég O.A.; Srivastava V.,EMHD CASSON HYBRID NANOFLUID FLOW OVER AN EXPONENTIALLY ACCELERATED ROTATING POROUS SURFACE,Journal of Porous Media,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130287840&doi=10.1615%2fJPorMedia.2022041050&partnerID=40&md5=1a98057c6e72c23754e7c67943956bac,"The influence of Coriolis body force, electromagnetohydrodynamics (EMHD), and thermal radiative heat transfer on the Casson hybrid mixed convection nanofluid driven by an exponentially accelerated plate adjacent to a porous medium in a rotating system is analyzed. Hybrid (Ag-Al2O3) and Al2O3 nanofluids are considered with ethylene glycol (EG) base fluid. The Maxwell-Garnett model has been deployed to derive the thermal conductivity of the hybrid nanofluid. The electrical potential problem is simplified by applying Debye-Hückel linearization. The Laplace transform method (LTM) is employed to derive closed-form solutions. In terms of heat transfer, the hybrid nanofluid (Ag-Al2O3)/EG and nanofluid (Al2O3)/EG performances are compared. The present analysis shows that boosting the Taylor number reduces both hybrid (Ag-Al2O3) and Al2O3 nanofluids' velocity values; however, the unitary nanofluid achieves better acceleration than the hybrid nanofluid. The benefits of EG-based hybrid nanofluid (Ag-Al2O3) relative to EG based (Al2O3) nanofluid are elaborated. The analysis finds applications in centrifugal dynamic electrochromatography under electromagnetic gradient, bioanalytical separation techniques with electric field gradients, and rotary bio-inspired DC electromagnetic blood pumps. © 2022 by Begell House, Inc.",Casson fluid; electromagnetohydrodynamics (EMHD); hybrid Ag-Al2O3 nanofluids; Joule dissipation; Laplace transforms; radiation heat flux; rotary blood mixing devices; viscoplastic,Mathematics,Begell House Inc.,Article,Scopus
Hamida S.B.; Mrabet H.; Belguith S.; Alhomoud A.; Jemai A.,Towards securing machine learning models against membership inference attacks,"Computers, Materials and Continua",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117005948&doi=10.32604%2fcmc.2022.019709&partnerID=40&md5=503d521acbd87ed46b4fa4f55417f390,"From fraud detection to speech recognition, including price prediction, Machine Learning (ML) applications are manifold and can significantly improve different areas. Nevertheless, machine learning models are vulnerable and are exposed to different security and privacy attacks. Hence, these issues should be addressed while using ML models to preserve the security and privacy of the data used. There is a need to secure ML models, especially in the training phase to preserve the privacy of the training datasets and to minimise the information leakage. In this paper, we present an overview of ML threats and vulnerabilities, and we highlight current progress in the research works proposing defence techniques against ML security and privacy attacks. The relevant background for the different attacks occurring in both the training and testing/inferring phases is introduced before presenting a detailed overview of Membership Inference Attacks (MIA) and the related countermeasures. In this paper, we introduce a countermeasure against membership inference attacks (MIA) on Conventional Neural Networks (CNN) based on dropout and L2 regularization. Through experimental analysis, we demonstrate that this defence technique can mitigate the risks of MIA attacks while ensuring an acceptable accuracy of the model. Indeed, using CNN model training on two datasets CIFAR-10 and CIFAR-100, we empirically verify the ability of our defence strategy to decrease the impact of MIA on our model and we compare results of five different classifiers. Moreover, we present a solution to achieve a trade-off between the performance of the model and the mitigation of MIA attack. © 2022 Tech Science Press. All rights reserved.",Defence techniques; Dropout; L2 regularization; Machine learning; Membership inference attacks; Security and privacy,Mathematics,Tech Science Press,Article,Scopus
Hu D.; Howard D.; Ren L.,A three-dimensional whole-body model to predict human walking on level ground,Biomechanics and Modeling in Mechanobiology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140602147&doi=10.1007%2fs10237-022-01629-7&partnerID=40&md5=31db4a17fa8cbe50a0313bf544de4edc,"Predictive simulation of human walking has great potential in clinical motion analysis and rehabilitation engineering assessment, but large computational cost and reliance on measurement data to provide initial guess have limited its wide use. We developed a computationally efficient model combining optimization and inverse dynamics to predict three-dimensional whole-body motions and forces during human walking without relying on measurement data. Using the model, we explored two different optimization objectives, mechanical energy expenditure and the time integral of normalized joint torque. Of the two criteria, the sum of the time integrals of the normalized joint torques produced a more realistic walking gait. The reason for this difference is that most of the mechanical energy expenditure is in the sagittal plane (based on measurement data) and this leads to difficulty in prediction in the other two planes. We conclude that mechanical energy may only account for part of the complex performance criteria driving human walking in three dimensions. © 2022, The Author(s).",Inverse dynamics; Locomotion; Optimization; Predictive models; Three-dimensional,Mathematics,Springer Science and Business Media Deutschland GmbH,Article,Scopus
,,,,,,,,,
